"Id", "date_photo", "dossier_media", "photo", "photo_IR", "verite_terrain", "materiel", "focale", "sensibilite", "spectre_ir", "tps_expo", "hauteur", "largeur", "heure", "lieu", "region", "position_GPS", "direction_feu", "taux_occupation", "couleur_dominante", "densite", "taux_supperposition", "couleur_fumees", "luminosite", "vegetation", "moment", "nuage", "distance", "presence", "valid", "proprietaire", "sequence", "numimage"
"2369", "11/12/12", "00502", "seq02_rgb_016.png", "seq02_nir_016.png", "seq02_gt_016.png", "", "0", "0", "", "0", "110", "256", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "70", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "16"
"2370", "11/12/12", "00502", "seq02_rgb_017.png", "seq02_nir_017.png", "seq02_gt_017.png", "", "0", "0", "", "0", "147", "257", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "67", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "17"
"2371", "11/12/12", "00502", "seq02_rgb_018.png", "seq02_nir_018.png", "seq02_gt_018.png", "", "0", "0", "", "0", "103", "243", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "61", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "18"
"2372", "11/12/12", "00502", "seq02_rgb_019.png", "seq02_nir_019.png", "seq02_gt_019.png", "", "0", "0", "", "0", "146", "255", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "70", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "19"
"2373", "11/12/12", "00502", "seq02_rgb_020.png", "seq02_nir_020.png", "seq02_gt_020.png", "", "0", "0", "", "0", "121", "250", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "61", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "20"
"2374", "11/12/12", "00502", "seq02_rgb_021.png", "seq02_nir_021.png", "seq02_gt_021.png", "", "0", "0", "", "0", "113", "262", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "58", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "21"
"2375", "11/12/12", "00502", "seq02_rgb_022.png", "seq02_nir_022.png", "seq02_gt_022.png", "", "0", "0", "", "0", "128", "258", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "68", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "22"
"2376", "11/12/12", "00502", "seq02_rgb_023.png", "seq02_nir_023.png", "seq02_gt_023.png", "", "0", "0", "", "0", "111", "266", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "64", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "23"
"2377", "11/12/12", "00502", "seq02_rgb_024.png", "seq02_nir_024.png", "seq02_gt_024.png", "", "0", "0", "", "0", "154", "261", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "63", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "24"
"2378", "11/12/12", "00502", "seq02_rgb_025.png", "seq02_nir_025.png", "seq02_gt_025.png", "", "0", "0", "", "0", "116", "243", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "55", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "25"
"2379", "11/12/12", "00502", "seq02_rgb_026.png", "seq02_nir_026.png", "seq02_gt_026.png", "", "0", "0", "", "0", "143", "257", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "63", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "26"
"2380", "11/12/12", "00502", "seq02_rgb_027.png", "seq02_nir_027.png", "seq02_gt_027.png", "", "0", "0", "", "0", "110", "247", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "48", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "27"
"2381", "11/12/12", "00502", "seq02_rgb_028.png", "seq02_nir_028.png", "seq02_gt_028.png", "", "0", "0", "", "0", "126", "263", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "58", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "28"
"2382", "11/12/12", "00502", "seq02_rgb_029.png", "seq02_nir_029.png", "seq02_gt_029.png", "", "0", "0", "", "0", "138", "247", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "53", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "29"
"2383", "11/12/12", "00502", "seq02_rgb_030.png", "seq02_nir_030.png", "seq02_gt_030.png", "", "0", "0", "", "0", "109", "261", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "58", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "30"
"2384", "11/12/12", "00502", "seq02_rgb_031.png", "seq02_nir_031.png", "seq02_gt_031.png", "", "0", "0", "", "0", "114", "268", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "60", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "31"
"2385", "11/12/12", "00502", "seq02_rgb_032.png", "seq02_nir_032.png", "seq02_gt_032.png", "", "0", "0", "", "0", "133", "276", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "55", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "32"
"2386", "11/12/12", "00502", "seq02_rgb_033.png", "seq02_nir_033.png", "seq02_gt_033.png", "", "0", "0", "", "0", "108", "269", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "52", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "33"
"2387", "11/12/12", "00502", "seq02_rgb_034.png", "seq02_nir_034.png", "seq02_gt_034.png", "", "0", "0", "", "0", "121", "272", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "46", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "34"
"2388", "11/12/12", "00502", "seq02_rgb_035.png", "seq02_nir_035.png", "seq02_gt_035.png", "", "0", "0", "", "0", "139", "266", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "38", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "35"
"2389", "11/12/12", "00502", "seq02_rgb_036.png", "seq02_nir_036.png", "seq02_gt_036.png", "", "0", "0", "", "0", "125", "269", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "45", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "36"
"2390", "11/12/12", "00502", "seq02_rgb_037.png", "seq02_nir_037.png", "seq02_gt_037.png", "", "0", "0", "", "0", "114", "264", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "56", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "37"
"2391", "11/12/12", "00502", "seq02_rgb_038.png", "seq02_nir_038.png", "seq02_gt_038.png", "", "0", "0", "", "0", "171", "260", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "49", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "38"
"2392", "11/12/12", "00502", "seq02_rgb_039.png", "seq02_nir_039.png", "seq02_gt_039.png", "", "0", "0", "", "0", "130", "260", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "50", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "39"
"2393", "11/12/12", "00502", "seq02_rgb_040.png", "seq02_nir_040.png", "seq02_gt_040.png", "", "0", "0", "", "0", "128", "257", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "53", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "40"
"2394", "11/12/12", "00502", "seq02_rgb_041.png", "seq02_nir_041.png", "seq02_gt_041.png", "", "0", "0", "", "0", "155", "257", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "50", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "41"
"2395", "11/12/12", "00502", "seq02_rgb_042.png", "seq02_nir_042.png", "seq02_gt_042.png", "", "0", "0", "", "0", "145", "260", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "46", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "42"
"2396", "11/12/12", "00502", "seq02_rgb_043.png", "seq02_nir_043.png", "seq02_gt_043.png", "", "0", "0", "", "0", "115", "270", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "50", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "43"
"2397", "11/12/12", "00502", "seq02_rgb_044.png", "seq02_nir_044.png", "seq02_gt_044.png", "", "0", "0", "", "0", "128", "275", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "54", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "44"
"2398", "11/12/12", "00502", "seq02_rgb_045.png", "seq02_nir_045.png", "seq02_gt_045.png", "", "0", "0", "", "0", "152", "265", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "55", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "45"
"2399", "11/12/12", "00502", "seq02_rgb_046.png", "seq02_nir_046.png", "seq02_gt_046.png", "", "0", "0", "", "0", "138", "276", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "49", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "46"
"2400", "11/12/12", "00502", "seq02_rgb_047.png", "seq02_nir_047.png", "seq02_gt_047.png", "", "0", "0", "", "0", "113", "287", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "52", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "47"
"2401", "11/12/12", "00502", "seq02_rgb_048.png", "seq02_nir_048.png", "seq02_gt_048.png", "", "0", "0", "", "0", "141", "271", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "49", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "48"
"2402", "11/12/12", "00502", "seq02_rgb_049.png", "seq02_nir_049.png", "seq02_gt_049.png", "", "0", "0", "", "0", "197", "267", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "56", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "49"
"2403", "11/12/12", "00502", "seq02_rgb_050.png", "seq02_nir_050.png", "seq02_gt_050.png", "", "0", "0", "", "0", "175", "256", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "58", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "50"
"2404", "11/12/12", "00502", "seq02_rgb_051.png", "seq02_nir_051.png", "seq02_gt_051.png", "", "0", "0", "", "0", "174", "278", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "61", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "51"
"2405", "11/12/12", "00502", "seq02_rgb_052.png", "seq02_nir_052.png", "seq02_gt_052.png", "", "0", "0", "", "0", "144", "269", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "47", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "52"
"2406", "11/12/12", "00502", "seq02_rgb_053.png", "seq02_nir_053.png", "seq02_gt_053.png", "", "0", "0", "", "0", "140", "270", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "52", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "53"
"2407", "11/12/12", "00502", "seq02_rgb_054.png", "seq02_nir_054.png", "seq02_gt_054.png", "", "0", "0", "", "0", "146", "274", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "46", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "54"
"2408", "11/12/12", "00502", "seq02_rgb_055.png", "seq02_nir_055.png", "seq02_gt_055.png", "", "0", "0", "", "0", "170", "289", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "54", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "55"
"2409", "11/12/12", "00502", "seq02_rgb_056.png", "seq02_nir_056.png", "seq02_gt_056.png", "", "0", "0", "", "0", "154", "276", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "48", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "56"
"2410", "11/12/12", "00502", "seq02_rgb_057.png", "seq02_nir_057.png", "seq02_gt_057.png", "", "0", "0", "", "0", "159", "285", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "54", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "57"
"2411", "11/12/12", "00502", "seq02_rgb_058.png", "seq02_nir_058.png", "seq02_gt_058.png", "", "0", "0", "", "0", "190", "255", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "0", "57", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "58"
"2412", "11/12/12", "00502", "seq02_rgb_059.png", "seq02_nir_059.png", "seq02_gt_059.png", "", "0", "0", "", "0", "152", "265", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "54", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "59"
"2413", "11/12/12", "00502", "seq02_rgb_060.png", "seq02_nir_060.png", "seq02_gt_060.png", "", "0", "0", "", "0", "140", "255", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "46", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "60"
"2414", "11/12/12", "00502", "seq02_rgb_061.png", "seq02_nir_061.png", "seq02_gt_061.png", "", "0", "0", "", "0", "142", "265", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "45", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "61"
"2415", "11/12/12", "00502", "seq02_rgb_062.png", "seq02_nir_062.png", "seq02_gt_062.png", "", "0", "0", "", "0", "171", "270", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "47", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "62"
"2416", "11/12/12", "00502", "seq02_rgb_063.png", "seq02_nir_063.png", "seq02_gt_063.png", "", "0", "0", "", "0", "107", "267", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "50", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "63"
"2417", "11/12/12", "00502", "seq02_rgb_064.png", "seq02_nir_064.png", "seq02_gt_064.png", "", "0", "0", "", "0", "112", "272", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "42", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "64"
"2418", "11/12/12", "00502", "seq02_rgb_065.png", "seq02_nir_065.png", "seq02_gt_065.png", "", "0", "0", "", "0", "165", "276", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "56", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "65"
"2419", "11/12/12", "00502", "seq02_rgb_066.png", "seq02_nir_066.png", "seq02_gt_066.png", "", "0", "0", "", "0", "131", "280", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "54", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "66"
"2420", "11/12/12", "00502", "seq02_rgb_067.png", "seq02_nir_067.png", "seq02_gt_067.png", "", "0", "0", "", "0", "165", "278", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "49", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "67"
"2421", "11/12/12", "00502", "seq02_rgb_068.png", "seq02_nir_068.png", "seq02_gt_068.png", "", "0", "0", "", "0", "124", "273", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "51", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "68"
"2422", "11/12/12", "00502", "seq02_rgb_069.png", "seq02_nir_069.png", "seq02_gt_069.png", "", "0", "0", "", "0", "122", "281", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "46", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "69"
"2423", "11/12/12", "00502", "seq02_rgb_070.png", "seq02_nir_070.png", "seq02_gt_070.png", "", "0", "0", "", "0", "120", "274", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "44", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "70"
"2424", "11/12/12", "00502", "seq02_rgb_071.png", "seq02_nir_071.png", "seq02_gt_071.png", "", "0", "0", "", "0", "124", "274", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "48", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "71"
"2425", "11/12/12", "00502", "seq02_rgb_072.png", "seq02_nir_072.png", "seq02_gt_072.png", "", "0", "0", "", "0", "133", "317", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "46", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "72"
"2426", "11/12/12", "00502", "seq02_rgb_073.png", "seq02_nir_073.png", "seq02_gt_073.png", "", "0", "0", "", "0", "122", "317", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "53", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "73"
"2427", "11/12/12", "00502", "seq02_rgb_074.png", "seq02_nir_074.png", "seq02_gt_074.png", "", "0", "0", "", "0", "144", "338", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "62", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "74"
"2428", "11/12/12", "00502", "seq02_rgb_075.png", "seq02_nir_075.png", "seq02_gt_075.png", "", "0", "0", "", "0", "110", "318", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "48", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "75"
"2429", "11/12/12", "00502", "seq02_rgb_076.png", "seq02_nir_076.png", "seq02_gt_076.png", "", "0", "0", "", "0", "108", "330", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "48", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "76"
"2430", "11/12/12", "00502", "seq02_rgb_077.png", "seq02_nir_077.png", "seq02_gt_077.png", "", "0", "0", "", "0", "160", "331", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "48", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "77"
"2431", "11/12/12", "00502", "seq02_rgb_078.png", "seq02_nir_078.png", "seq02_gt_078.png", "", "0", "0", "", "0", "155", "355", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "0", "57", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "78"
"2432", "11/12/12", "00502", "seq02_rgb_079.png", "seq02_nir_079.png", "seq02_gt_079.png", "", "0", "0", "", "0", "146", "369", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "60", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "79"
"2433", "11/12/12", "00502", "seq02_rgb_080.png", "seq02_nir_080.png", "seq02_gt_080.png", "", "0", "0", "", "0", "136", "364", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "47", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "80"
"2434", "11/12/12", "00502", "seq02_rgb_081.png", "seq02_nir_081.png", "seq02_gt_081.png", "", "0", "0", "", "0", "151", "289", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "43", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "81"
"2435", "11/12/12", "00502", "seq02_rgb_082.png", "seq02_nir_082.png", "seq02_gt_082.png", "", "0", "0", "", "0", "164", "313", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "0", "56", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "82"
"2436", "11/12/12", "00502", "seq02_rgb_083.png", "seq02_nir_083.png", "seq02_gt_083.png", "", "0", "0", "", "0", "204", "294", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "0", "53", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "83"
"2437", "11/12/12", "00502", "seq02_rgb_084.png", "seq02_nir_084.png", "seq02_gt_084.png", "", "0", "0", "", "0", "198", "316", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "0", "59", "", "19", "", "", "0", "", "", "1", "Université de Corse", "2", "84"
"2438", "11/12/12", "00502", "seq02_rgb_085.png", "seq02_nir_085.png", "seq02_gt_085.png", "", "0", "0", "", "0", "240", "290", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "0", "42", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "85"
"2439", "11/12/12", "00502", "seq02_rgb_086.png", "seq02_nir_086.png", "seq02_gt_086.png", "", "0", "0", "", "0", "191", "314", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "0", "55", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "86"
"2440", "11/12/12", "00502", "seq02_rgb_087.png", "seq02_nir_087.png", "seq02_gt_087.png", "", "0", "0", "", "0", "142", "296", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "0", "40", "", "19", "", "", "0", "", "", "1", "Université de Corse", "2", "87"
"2441", "11/12/12", "00502", "seq02_rgb_088.png", "seq02_nir_088.png", "seq02_gt_088.png", "", "0", "0", "", "0", "211", "319", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "0", "59", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "88"
"2442", "11/12/12", "00502", "seq02_rgb_089.png", "seq02_nir_089.png", "seq02_gt_089.png", "", "0", "0", "", "0", "203", "298", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "0", "47", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "89"
"2443", "11/12/12", "00502", "seq02_rgb_090.png", "seq02_nir_090.png", "seq02_gt_090.png", "", "0", "0", "", "0", "154", "304", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "0", "45", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "90"
"2444", "11/12/12", "00502", "seq02_rgb_091.png", "seq02_nir_091.png", "seq02_gt_091.png", "", "0", "0", "", "0", "166", "316", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "0", "42", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "91"
"2445", "11/12/12", "00502", "seq02_rgb_092.png", "seq02_nir_092.png", "seq02_gt_092.png", "", "0", "0", "", "0", "233", "309", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "0", "45", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "92"
"2446", "11/12/12", "00502", "seq02_rgb_093.png", "seq02_nir_093.png", "seq02_gt_093.png", "", "0", "0", "", "0", "158", "309", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "0", "42", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "93"
"2447", "11/12/12", "00502", "seq02_rgb_094.png", "seq02_nir_094.png", "seq02_gt_094.png", "", "0", "0", "", "0", "180", "309", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "0", "43", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "94"
"2448", "11/12/12", "00502", "seq02_rgb_095.png", "seq02_nir_095.png", "seq02_gt_095.png", "", "0", "0", "", "0", "157", "299", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "0", "42", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "95"
"2449", "11/12/12", "00502", "seq02_rgb_096.png", "seq02_nir_096.png", "seq02_gt_096.png", "", "0", "0", "", "0", "187", "303", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "0", "40", "", "19", "", "", "0", "", "", "1", "Université de Corse", "2", "96"
"2450", "11/12/12", "00502", "seq02_rgb_097.png", "seq02_nir_097.png", "seq02_gt_097.png", "", "0", "0", "", "0", "182", "303", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "0", "41", "", "18", "", "", "0", "", "", "1", "Université de Corse", "2", "97"
"2451", "11/12/12", "00502", "seq02_rgb_098.png", "seq02_nir_098.png", "seq02_gt_098.png", "", "0", "0", "", "0", "141", "309", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "0", "42", "", "19", "", "", "0", "", "", "1", "Université de Corse", "2", "98"
"2452", "11/12/12", "00502", "seq02_rgb_099.png", "seq02_nir_099.png", "seq02_gt_099.png", "", "0", "0", "", "0", "148", "318", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "41", "", "20", "", "", "0", "", "", "1", "Université de Corse", "2", "99"
"2453", "11/12/12", "00502", "seq02_rgb_100.png", "seq02_nir_100.png", "seq02_gt_100.png", "", "0", "0", "", "0", "163", "318", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "0", "42", "", "20", "", "", "0", "", "", "1", "Université de Corse", "2", "100"
"2454", "11/12/12", "00502", "seq02_rgb_101.png", "seq02_nir_101.png", "seq02_gt_101.png", "", "0", "0", "", "0", "173", "311", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "0", "47", "", "20", "", "", "0", "", "", "1", "Université de Corse", "2", "101"
"2455", "11/12/12", "00502", "seq02_rgb_102.png", "seq02_nir_102.png", "seq02_gt_102.png", "", "0", "0", "", "0", "142", "330", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "44", "", "20", "", "", "0", "", "", "1", "Université de Corse", "2", "102"
"2456", "11/12/12", "00502", "seq02_rgb_103.png", "seq02_nir_103.png", "seq02_gt_103.png", "", "0", "0", "", "0", "214", "322", "00:00:00", "Plateau expérimental - Corte", "", "", "", "4", "rouge/red", "0", "54", "", "20", "", "", "0", "", "", "1", "Université de Corse", "2", "103"
"2457", "11/12/12", "00502", "seq02_rgb_104.png", "seq02_nir_104.png", "seq02_gt_104.png", "", "0", "0", "", "0", "144", "338", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "55", "", "20", "", "", "0", "", "", "1", "Université de Corse", "2", "104"
"2458", "11/12/12", "00502", "seq02_rgb_105.png", "seq02_nir_105.png", "seq02_gt_105.png", "", "0", "0", "", "0", "159", "325", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "0", "51", "", "21", "", "", "0", "", "", "1", "Université de Corse", "2", "105"
"2459", "11/12/12", "00502", "seq02_rgb_106.png", "seq02_nir_106.png", "seq02_gt_106.png", "", "0", "0", "", "0", "181", "329", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "0", "50", "", "21", "", "", "0", "", "", "1", "Université de Corse", "2", "106"
"2460", "11/12/12", "00502", "seq02_rgb_107.png", "seq02_nir_107.png", "seq02_gt_107.png", "JAI AD-80GE", "0", "0", "NIR: 0.74-1 µm", "0", "768", "1024", "00:00:00", "Plateau expérimental - Corte", "Haute-Corse", "", "se rapproche/moves close", "3", "rouge/red", "0", "50", "blanche/white", "21", "frisure de bois/crimp wood", "", "0", "", "", "1", "Université de Corse", "2", "107"
